SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,CORDS_TO_GREEN_TONS,MBF_TO_GREEN_TONS,DRYWT_TO_GREENWT_CONVERSION
6702,COTE15,ochaol,Combretum,tetralophum,NA,NA,2.25,4.5,1.76
6703,COBA17,Mao,Commersonia,bartramia,NA,NA,0.96,1.92,1.76
6705,CODO,poison ash,Comocladia,dodonaea,NA,NA,2.96,5.92,1.76
6706,COGL4,carrasco,Comocladia,glabra,NA,NA,2.96,5.92,1.76
6707,PRSE3,Japanese flowering cherry,Prunus,serrulata,NA,NA,2.25,4.5,1.76
6708,PRME,Mexican plum,Prunus,mexicana,NA,NA,2.25,4.5,2
6709,CONOC,mangrove,Conocarpus,spp.,NA,NA,1.94,3.88,1.76
6710,CORU17,Luquillo Mountain snailwood,Conostegia,rufescens,NA,NA,2.96,5.92,1.76
6711,COMO8,Consolea moniliformis,Consolea,moniliformis,NA,NA,2.96,5.92,1.76
6712,CORU8,Consolea rubescens,Consolea,rubescens,NA,NA,2.96,5.92,1.76
6714,COOF2,copaiba,Copaifera,officinalis,NA,NA,2.96,5.92,1.76
6716,COFO2,forest mirrorplant,Coprosma,foliosa,NA,NA,1.35,2.7,1.76
6717,COKA,koi,Coprosma,kauensis,NA,NA,2.02,4.04,1.76
6718,COLO4,Oahu mirrorplant,Coprosma,longifolia,NA,NA,2.02,4.04,1.76
6719,COMO3,alpine mirrorplant,Coprosma,montana,NA,NA,2.02,4.04,1.76
6720,COOC3,Maui mirrorplant,Coprosma,ochracea,NA,NA,2.02,4.04,1.76
6721,COPU8,pubescent mirrorplant,Coprosma,pubens,NA,NA,1.35,2.7,1.76
6722,CORH,woodland mirrorplant,Coprosma,rhynchocarpa,NA,NA,1.35,2.7,1.76
6724,COPRO,mirrorplant,Coprosma,spp.,NA,NA,1.35,2.7,1.76
6726,COWA4,olena,Coprosma,waimeae,NA,NA,2.02,4.04,1.76
6728,COAL,Spanish elm,Cordia,alliodora,NA,NA,2.96,5.92,1.76
6729,COAS6,Tou,Cordia,aspera,NA,NA,1.33,2.66,1.76
6730,COBO3,muneco,Cordia,borinquensis,NA,NA,2.96,5.92,1.76
6731,COCO5,red manjack,Cordia,collococca,NA,NA,2.96,5.92,1.76
6733,CODI18,fragrant manjack,Cordia,dichotoma,NA,NA,1.07,2.14,1.76
6735,COLA12,smooth manjack,Cordia,laevigata,NA,NA,2.96,5.92,1.76
6736,COMI6,Cordia micronesica,Cordia,micronesica,NA,NA,1.33,2.66,1.76
6737,COOB3,clammy cherry,Cordia,obliqua,NA,NA,2.96,5.92,1.76
6738,CORI,San Bartolome,Cordia,rickseckeri,NA,NA,2.96,5.92,1.76
6739,CORU5,Puerto Rico manjack,Cordia,rupicola,NA,NA,2.96,5.92,1.76
6741,CORDI,cordia,Cordia,spp.,NA,NA,1.33,2.66,1.76
6742,COSU2,kou,Cordia,subcordata,NA,NA,1.35,2.7,1.76
6743,COSU3,mucilage manjack,Cordia,sulcata,NA,NA,2.96,5.92,1.76
6744,COFR2,tiplant,Cordyline,fruticosa,NA,NA,1.4,2.8,1.76
6745,CORDY2,cordyline,Cordyline,spp.,NA,NA,1.4,2.8,1.76
6746,COOB4,nigua,Cornutia,obovata,NA,NA,2.96,5.92,1.76
6747,COPY2,azulejo,Cornutia,pyramidata,NA,NA,2.96,5.92,1.76
6748,CODR,roughleaf dogwood,Cornus,drummondii,NA,NA,1.97,3.94,1.76
6749,COCA48,redgum,Corymbia,calophylla,NA,NA,2.38,4.76,1.76
6750,COCI4,Corymbia citriodora,Corymbia,citriodora,NA,NA,2.96,5.92,1.76
6751,COFI7,redflower gum,Corymbia,ficifolia,NA,NA,2.38,4.76,1.76
6752,COGU4,red bloodwood,Corymbia,gummifera,NA,NA,2.02,4.04,1.76
6754,COLA6,karaka nut,Corynocarpus,laevigatus,NA,NA,1.67,3.34,1.76
6755,CORYN2,corynocarpus,Corynocarpus,spp.,NA,NA,1.67,3.34,1.76
6756,COGU3,cannonball tree,Couroupita,guianensis,NA,NA,2.96,5.92,1.76
6758,CRRE12,sacred garlic pear,Crateva,religiosa,NA,NA,1.21,2.42,1.76
6760,CRAL11,"houka, calabash",Crescentia,alata,NA,NA,1.99,3.98,2
6761,CRCU,common calabash tree,Crescentia,cujete,NA,NA,2.96,5.92,1.76
6762,CRLI5,higuerito,Crescentia,linearifolia,NA,NA,2.96,5.92,1.76
6763,CRPO6,higuero de sierra,Crescentia,portoricensis,NA,NA,2.96,5.92,1.76
6765,CRPO7,Critonia portoricensis,Critonia,portoricensis,NA,NA,2.96,5.92,1.76
6767,CRRH,maidenberry,Crossopetalum,rhacoma,NA,NA,2.96,5.92,1.76
6769,CRBI9,Saitamu,Crossostylis,biflora,NA,NA,2.14,4.28,1.76
6771,CRLO3,longbeak rattlebox,Crotalaria,longirostrata,NA,NA,1.89,3.78,1.76
6772,CROTO,croton spp.,Croton,spp.,NA,NA,2.96,5.92,1.76
6773,CRAS3,wild marrow,Croton,astroites,NA,NA,2.96,5.92,1.76
6774,CRFL23,Croton flavens,Croton,flavens,NA,NA,2.96,5.92,1.76
6775,CRPO4,sabinon,Croton,poecilanthus,NA,NA,2.96,5.92,1.76
6778,CROR5,Cryptocarya oreophila,Cryptocarya,oreophila,NA,NA,1.62,3.24,1.76
6779,CREL8,laulilii,Cryptocarya,elegans,NA,NA,1.62,3.24,1.76
6781,CRMA8,holio,Cryptocarya,mannii,NA,NA,1.62,3.24,1.76
6783,CRYPT2,cryptocarya,Cryptocarya,spp.,NA,NA,1.62,3.24,1.76
6784,CRTU4,laulilii,Cryptocarya,turbinata,NA,NA,1.62,3.24,1.76
6786,CRJA3,Japanese cedar,Cryptomeria,japonica,NA,NA,2.29,4.58,1.74
6787,CRYPT4,Japanese cedar,Cryptomeria,spp.,NA,NA,0.87,1.74,1.76
6788,CULA,Chinese fir,Cunninghamia,lanceolata,NA,NA,2.29,4.58,1.74
6790,CUAM,wild ackee,Cupania,americana,NA,NA,2.96,5.92,1.76
6791,QUMY,myrtle oak,Quercus,myrtifolia,NA,NA,1.66,3.32,2
6792,CUTR,guara blanca,Cupania,triquetra,NA,NA,2.96,5.92,1.76
6795,CULU2,cedar-of-Goa,Cupressus,lusitanica,NA,NA,2.29,4.58,1.74
6796,CUSE2,Italian cypress,Cupressus,sempervirens,NA,NA,2.29,4.58,1.74
6797,QURO2,English oak,Quercus,robur,NA,NA,3.49,6.98,2
6799,QUSI,bastard oak,Quercus,sinuata,NA,NA,2.01,4.02,1.76
6800,CYAC4,Haleakala cyanea,Cyanea,aculeatiflora,NA,NA,1.4,2.8,1.76
6801,CYAR10,palmtree cyanea,Cyanea,arborea,NA,NA,1.4,2.8,1.76
6802,CYFI6,Kauai cyanea,Cyanea,fissa,NA,NA,1.4,2.8,1.76
6805,CYFL4,Degeners cyanea,Cyanea,floribunda,NA,NA,1.4,2.8,1.76
6806,CYGI5,Kilauea Mauna cyanea,Cyanea,giffardii,NA,NA,1.4,2.8,1.76
6807,CYHA6,wetforest cyanea,Cyanea,hamatiflora,NA,NA,1.4,2.8,1.76
6810,CYHA7,Oahu cyanea,Cyanea,hardyi,NA,NA,1.4,2.8,1.76
6811,CYHO6,prickly cyanea,Cyanea,horrida,NA,NA,1.4,2.8,1.76
6812,CYKU3,Limahuli Valley cyanea,Cyanea,kuhihewa,NA,NA,1.4,2.8,1.76
6813,CYKU,Kunths cyanea,Cyanea,kunthiana,NA,NA,1.4,2.8,1.76
6814,CYLE5,giant kokee cyanea,Cyanea,leptostegia,NA,NA,1.4,2.8,1.76
6815,CYMA10,purple cyanea,Cyanea,macrostegia,NA,NA,1.4,2.8,1.76
6818,CYMA14,Marks cyanea,Cyanea,marksii,NA,NA,1.4,2.8,1.76
6819,CYPI4,hairy cyanea,Cyanea,pilosa,NA,NA,1.4,2.8,1.76
6822,CYPO5,pohaku cyanea,Cyanea,pohaku,NA,NA,1.4,2.8,1.76
6823,CYPR8,Molokai cyanea,Cyanea,procera,NA,NA,1.4,2.8,1.76
6824,CYPY,manyfruit cyanea,Cyanea,pycnocarpa,NA,NA,1.4,2.8,1.76
6825,CYQU,oakleaf cyanea,Cyanea,quercifolia,NA,NA,1.4,2.8,1.76
6826,CYRI4,plateau delissea,Cyanea,rivularis,NA,NA,1.4,2.8,1.76
6827,CYSO2,pua kala,Cyanea,solenocalyx,NA,NA,1.4,2.8,1.76
6828,CYANE,cyanea,Cyanea,spp.,NA,NA,1.4,2.8,1.76
6829,CYST5,Kaiholena cyanea,Cyanea,stictophylla,NA,NA,1.4,2.8,1.76
6830,CYSU8,Mt. Kaala cyanea,Cyanea,superba,NA,NA,1.4,2.8,1.76
6833,CYTR6,aku aku,Cyanea,tritomantha,NA,NA,1.4,2.8,1.76
6834,CYAN,parrotfeather treefern,Cyathea,andina,NA,NA,2.96,5.92,1.76
6835,CYAR,West Indian treefern,Cyathea,arborea,NA,NA,2.96,5.92,1.76
6837,CYCO18,Coopers cyathea,Cyathea,cooperi,NA,NA,1.4,2.8,1.76
6838,CYDE16,olioli,Cyathea,decurrens,NA,NA,1.4,2.8,1.76
6839,CYFU,Jamaican treefern,Cyathea,furfuracea,NA,NA,2.96,5.92,1.76
6840,CYLU5,olioli,Cyathea,lunulata,NA,NA,1.4,2.8,1.76
6841,CYME12,olioli,Cyathea,medullaris,NA,NA,1.4,2.8,1.76
6842,CYNI7,kattar,Cyathea,nigricans,NA,NA,1.4,2.8,1.76
6843,CYPA7,small treefern,Cyathea,parvula,NA,NA,2.96,5.92,1.76
6844,CYPO11,kattar,Cyathea,ponapeana,NA,NA,1.4,2.8,1.76
6847,CYATH,treefern,Cyathea,spp.,NA,NA,1.4,2.8,1.76
6848,CYTE10,helecho gigante,Cyathea,tenera,NA,NA,2.96,5.92,1.76
6849,CYTR11,olioli,Cyathea,truncata,NA,NA,1.4,2.8,1.76
6850,CYSI,Cybianthus sintenisii,Cybianthus,sintenisii,NA,NA,2.96,5.92,1.76
6852,CYCI3,queen sago,Cycas,circinalis,NA,NA,2.96,5.92,1.76
6853,CYRE11,remiang,Cycas,revoluta,NA,NA,1.4,2.8,1.76
6854,CYCAS,Cycas,Cycas,spp.,NA,NA,1.4,2.8,1.76
6855,CYBA7,ola,Cyclophyllum,barbatum,NA,NA,1.83,3.66,1.76
6857,CYPO2,oreganillo falso,Cynometra,portoricensis,NA,NA,2.96,5.92,1.76
6858,CYRA8,gulos,Cynometra,ramiflora,NA,NA,2.05,4.1,1.76
6859,CYYO,"eeme, aapwo",Cynometra,yokotae,NA,NA,2.96,5.92,1.76
6860,CYBE3,tree-tomato,Cyphomandra,betacea,NA,NA,1.24,2.48,1.76
6862,CYRA,swamp titi,Cyrilla,racemiflora,NA,NA,2.96,5.92,1.76
6863,CYPU13,cyrtandra,Cyrtandra,pulchella,NA,NA,1.4,2.8,1.76
6864,CYRA3,Cyrtandra,Cyrtandra,ramosissima,NA,NA,1.4,2.8,1.76
6865,CYGI3,forest cyrtandra,Cyrtandra,giffardii,NA,NA,1.4,2.8,1.76
6866,CYRTA,cyrtandra,Cyrtandra,spp.,NA,NA,1.4,2.8,1.76
6867,DAEX,candletree,Dacryodes,excelsa,NA,NA,2.96,5.92,1.76
6868,DARE6,cocobolo,Dalbergia,retusa,NA,NA,2.96,5.92,1.76
6869,DASI,Indian rosewood,Dalbergia,sissoo,NA,NA,2.96,5.92,1.76
6870,DATU,cocobolo,Dalbergia,tucurensis,NA,NA,2.96,5.92,1.76
6871,DAAM2,burn nose,Daphnopsis,americana,NA,NA,2.96,5.92,1.76
6872,DAHE2,Heller's cieneguillo,Daphnopsis,helleriana,NA,NA,2.96,5.92,1.76
6873,DAPH,emajagua de sierra,Daphnopsis,philippiana,NA,NA,2.96,5.92,1.76
6875,DEFA,Hawaii delissea,Delissea,fallax,NA,NA,1.4,2.8,1.76
6876,DELA4,cutleaf delissea,Delissea,laciniata,NA,NA,1.4,2.8,1.76
6877,DENI,Niihau delissea,Delissea,niihauensis,NA,NA,1.4,2.8,1.76
6880,DEPA9,smallflower delissea,Delissea,parviflora,NA,NA,1.4,2.8,1.76
6881,DELIS,delissea,Delissea,spp.,NA,NA,1.4,2.8,1.76
6882,DEUN2,leechleaf delissea,Delissea,undulata,NA,NA,1.4,2.8,1.76
6883,DERE,royal poinciana,Delonix,regia,NA,NA,2.96,5.92,1.76
6884,DELON,delonix,Delonix,spp.,NA,NA,1.26,2.52,1.76
6885,DEHA5,salato,Dendrocnide,harveyi,NA,NA,0.58,1.16,1.76
6886,DELA13,kahtat,Dendrocnide,latifolia,NA,NA,0.58,1.16,1.76
6887,DENDR16,Dendrocnide,Dendrocnide,spp.,NA,NA,0.58,1.16,1.76
6888,DEAR,angelica tree,Dendropanax,arboreus,NA,NA,2.96,5.92,1.76
6889,DELA3,palo de vaca,Dendropanax,laurifolius,NA,NA,2.96,5.92,1.76
6891,DIAL13,redpalm,Dictyosperma,album,NA,NA,1.35,2.7,1.76
6896,DIIN6,chulta,Dillenia,indica,NA,NA,2.96,5.92,1.76
6898,DISU11,shrubby dillenia,Dillenia,suffruticosa,NA,NA,1.26,2.52,1.76
6899,DILO7,Dimocarpus longan,Dimocarpus,longan,NA,NA,2.96,5.92,1.76
6900,DIBL3,mabolo,Diospyros,blancoi,NA,NA,2.47,4.94,1.76
6902,DIDI9,Mabolo,Diospyros,discolor,NA,NA,2.08,4.16,1.76
6903,DIEB,Black sapote,Diospyros,ebenaster,NA,NA,1.97,3.94,1.76
6904,DIEL3,anume,Diospyros,elliptica,NA,NA,1.97,3.94,1.76
6905,DIFE5,Diospyros ferrea,Diospyros,ferrea,NA,NA,2.75,5.5,1.76
6906,DIHI4,elama,Diospyros,hillebrandii,NA,NA,1.97,3.94,1.76
6907,DIKA2,persimmon,Diospyros,kaki,NA,NA,3.35,6.7,1.61
6909,DIRE6,black apple,Diospyros,revoluta,NA,NA,2.96,5.92,1.76
6910,DISA16,auauli,Diospyros,samoensis,NA,NA,3.35,6.7,1.61
6911,DISA10,lama,Diospyros,sandwicensis,NA,NA,2.08,4.16,1.76
6912,DISI3,Chinese persimmon,Diospyros,sintenisii,NA,NA,2.96,5.92,1.76
6918,RHCA3,common buckthorn,Rhamnus,cathartica,NA,NA,2.96,5.92,2
6921,DIPO,otot,Discocalyx,ponapensis,NA,NA,1.81,3.62,1.76
6923,DIMY,jaboncillo,Ditta,myricoides,NA,NA,2.96,5.92,1.76
6927,DOVI,Florida hopbush,Dodonaea,viscosa,NA,NA,2.96,5.92,1.76
6928,DOSP3,rru,Dolichandrone,spathacea,NA,NA,0.9,1.8,1.76
6930,DOHE2,Ceylon gooseberry,Dovyalis,hebecarpa,NA,NA,2.96,5.92,1.76
6932,DRFR2,fragrant dracaena,Dracaena,fragrans,NA,NA,2.96,5.92,1.76
6933,DRMU2,Dracaena multiflora,Dracaena,multiflora,NA,NA,1.16,2.32,1.76
6934,DRRE6,song of India,Dracaena,reflexa,NA,NA,2.96,5.92,1.76
6935,DRCA18,Drypetes carolinensis,Drypetes,carolinensis,NA,NA,2.01,4.02,1.76
6936,DRDO3,Drypetes dolichocarpa,Drypetes,dolichocarpa,NA,NA,2.01,4.02,1.76
6937,DRAL5,cafeillo,Drypetes,alba,NA,NA,2.96,5.92,1.76
6938,DRGL2,varital,Drypetes,glauca,NA,NA,2.96,5.92,1.76
6939,DRIL,rosewood,Drypetes,ilicifolia,NA,NA,2.96,5.92,1.76
6940,DRLA3,guiana plum,Drypetes,lateriflora,NA,NA,2.96,5.92,1.76
6941,DRNI3,kevert,Drypetes,nitida,NA,NA,2.01,4.02,1.76
6942,DRYPE,Drypetes,Drypetes,spp.,NA,NA,2.01,4.02,1.76
6943,DRVI5,none,Drypetes,vitiensis,NA,NA,2.01,4.02,1.76
6944,DUDE,Dubautia,Dubautia,demissifolia,NA,NA,1.83,3.66,1.76
6945,DUFA2,Dubautia,Dubautia,x fallax,NA,NA,1.83,3.66,1.76
6946,DUMO2,Dubautia,Dubautia,montana,NA,NA,1.83,3.66,1.76
6947,DUAR,Mauna Kea dubautia,Dubautia,arborea,NA,NA,1.83,3.66,1.76
6948,DUKN,forest dubautia,Dubautia,knudsenii,NA,NA,1.83,3.66,1.76
6949,DRYA,Drypetes yapensis,Drypetes,yapensis,NA,NA,2.01,4.02,1.76
6952,DUMI,Kauai dubautia,Dubautia,microcephala,NA,NA,1.83,3.66,1.76
6953,DUPL,plantainleaf dubautia,Dubautia,plantaginea,NA,NA,1.83,3.66,1.76
6957,DURE2,netvein dubautia,Dubautia,reticulata,NA,NA,1.83,3.66,1.76
6958,DUBAU,dubautia,Dubautia,spp.,NA,NA,1.83,3.66,1.76
6961,DUER,golden dewdrops,Duranta,erecta,NA,NA,2.96,5.92,1.76
6965,DUZI,Durian,Durio,zibethinus,NA,NA,1.35,2.7,1.76
6966,DYLU,yellow butterfly palm,Dypsis,lutescens,NA,NA,2.96,5.92,2
6968,DYHU2,maota mea,Dysoxylum,huntii,NA,NA,1.63,3.26,1.76
6969,DYMA,maota,Dysoxylum,maota,NA,NA,1.63,3.26,1.76
6970,DYSA,mamala,Dysoxylum,samoense,NA,NA,1.48,2.96,1.76
6971,DYSOX,Dysoxylum,Dysoxylum,spp.,NA,NA,1.63,3.26,1.76
6972,DYMOM,Dysoxylum mollissimum ssp. Molle,Dysoxylum,mollissimum,NA,NA,1.53,3.06,1.76
6973,ELGU,oil nut palm,Elaeis,guineensis,NA,NA,1.35,2.7,1.76
6974,ELKU2,Kosrae elaeocarpus,Elaeocarpus,kusaiensis,NA,NA,1.35,2.7,1.76
6975,ELBI,kalia,Elaeocarpus,bifidus,NA,NA,1.35,2.7,1.76
6976,ELCA20,syatak,Elaeocarpus,carolinensis,NA,NA,1.35,2.7,1.76
6977,ELFL6,`a`mati`e,Elaeocarpus,floridanus,NA,NA,1.35,2.7,1.76
6978,ELGR,Elaeocarpus graeffei,Elaeocarpus,graeffei,NA,NA,1.35,2.7,1.76
6979,ELGR6,sapatua,Elaeocarpus,grandis,NA,NA,1.35,2.7,1.76
6980,ELJO,joga,Elaeocarpus,joga,NA,NA,1.35,2.7,1.76
6981,ELKE,Elaeocarpus kerstingianus,Elaeocarpus,kerstingianus,NA,NA,1.35,2.7,1.76
6982,ELKU,"maratte, opop",Elaeocarpus,kusanoi,NA,NA,1.35,2.7,1.76
6983,ELAEO,Elaeocarpus,Elaeocarpus,spp.,NA,NA,1.35,2.7,1.76
6984,ELTO4,aamatie,Elaeocarpus,tonganus,NA,NA,1.35,2.7,1.76
6985,ELUL,Elaeocarpus,Elaeocarpus,ulianus,NA,NA,1.35,2.7,1.76
6990,ELFA3,taputoi,Elattostachys,falcata,NA,NA,1.86,3.72,1.76
6992,ELDU3,utuutu,Eleocharis,dulcis,NA,NA,1.4,2.8,1.76
6994,ENEL,elaeocarpa,Endiandra,elaeocarpa,NA,NA,1.81,3.62,1.76
6996,ENCY,monkeysoap,Enterolobium,cyclocarpum,NA,NA,2.96,5.92,1.76
6997,ERDE16,bronze loquat,Eriobotrya,deflexa,NA,NA,2.96,5.92,1.76
6998,ERJA3,loquat,Eriobotrya,japonica,NA,NA,2.96,5.92,1.76
6999,ERIOB,loquat,Eriobotrya,spp.,NA,NA,2.96,5.92,1.76
7000,ERFR4,blacktorch,Erithalis,fruticosa,NA,NA,2.96,5.92,1.76
7003,ERCO,naked coral tree,Erythrina,coralloides,NA,NA,2.96,5.92,1.76
7004,ERBE3,machete,Erythrina,berteriana,NA,NA,2.96,5.92,1.76
7005,ERCO22,coral erythrina,Erythrina,corallodendron,NA,NA,2.96,5.92,1.76
7006,ERCR6,crybabytree,Erythrina,crista-galli,NA,NA,2.96,5.92,1.76
7007,EREG,cock's spur,Erythrina,eggersii,NA,NA,2.96,5.92,1.76
7008,ERFU2,bucayo,Erythrina,fusca,NA,NA,2.96,5.92,1.76
7011,ERPO5,mountain immortelle,Erythrina,poeppigiana,NA,NA,2.96,5.92,1.76
7012,ERSA11,wili wili,Erythrina,sandwicensis,NA,NA,0.72,1.44,1.76
7013,ERYTH,erythrina,Erythrina,spp.,NA,NA,0.72,1.44,1.76
7014,ERSU15,gatae palagi,Erythrina,subumbrans,NA,NA,0.65,1.3,1.76
7015,ERVA7,tiger's claw,Erythrina,variegata,NA,NA,2.96,5.92,1.76
7016,ERVAO,tiger's claw,Erythrina,variegata,orientalis,NA,2.96,5.92,1.76
7017,ERAC10,acuminatissimum,Erythrospermum,acuminatissimum,NA,NA,1.18,2.36,1.76
7019,ERAR17,swamp-redwood,Erythroxylum,areolatum,NA,NA,2.96,5.92,1.76
7021,ERRO3,ratwood,Erythroxylum,rotundifolium,NA,NA,2.96,5.92,1.76
7022,ERRU4,rufous false cocaine,Erythroxylum,rufum,NA,NA,2.96,5.92,1.76
7024,ERUR4,Urban's false cocaine,Erythroxylum,urbanii,NA,NA,2.96,5.92,1.76
7025,EUBO2,southern mahogany,Eucalyptus,botryoides,NA,NA,1.8,3.6,1.76
7026,EUBR2,applebox,Eucalyptus,bridgesiana,NA,NA,2.26,4.52,1.76
7028,EUCI80,argyle apple,Eucalyptus,cinerea,NA,NA,1.85,3.7,1.76
7030,EUCL,sugargum,Eucalyptus,cladocalyx,NA,NA,2.96,5.92,1.76
7031,EUCO3,yate,Eucalyptus,cornuta,NA,NA,2.55,5.1,1.76
7032,EUCR,narrowleaf red ironbark,Eucalyptus,crebra,NA,NA,2.6,5.2,1.76
7033,EUDE,roundleaf gum,Eucalyptus,deanei,NA,NA,1.71,3.42,1.76
7034,EUDE2,Indonesian gum,Eucalyptus,deglupta,NA,NA,2.96,5.92,1.76
7036,EULE13,white ironbark,Eucalyptus,leucoxylon,NA,NA,2.96,5.92,1.76
7038,EUGO,tuart,Eucalyptus,gomphocephala,NA,NA,2.44,4.88,1.76
7039,EUGO2,mountain graygum,Eucalyptus,goniocalyx,NA,NA,2.07,4.14,1.76
7040,EUPO,redbox,Eucalyptus,polyanthemos,NA,NA,2.96,5.92,1.76
7041,EUHE12,white box,Eucalyptus,hemiphloia,NA,NA,2.32,4.64,1.76
7043,EUMA23,spotted gum,Eucalyptus,maculata,NA,NA,2.96,5.92,1.76
7044,EUMA4,jarrah,Eucalyptus,marginata,NA,NA,1.98,3.96,1.76
7045,EUMI,Australian tallowwood,Eucalyptus,microcorys,NA,NA,2.33,4.66,1.76
7046,EUPA,gray ironbark,Eucalyptus,paniculata,NA,NA,2.96,5.92,1.76
7047,EUPI,blackbutt,Eucalyptus,pilularis,NA,NA,2.05,4.1,1.76
7048,EURA4,black ironbox,Eucalyptus,raveretiana,NA,NA,2.64,5.28,1.76
7049,EURE2,redmahogany,Eucalyptus,resinifera,NA,NA,2.96,5.92,1.76
7051,EURU2,Western Australian floodedgum,Eucalyptus,rudis,NA,NA,2.96,5.92,1.76
7052,EUSA17,black peppermint,Eucalyptus,salicifolia,NA,NA,2.32,4.64,1.76
7053,EUSA,Sydney bluegum,Eucalyptus,saligna,NA,NA,2.96,5.92,1.76
7054,EUSI2,red ironbark,Eucalyptus,sideroxylon,NA,NA,2.96,5.92,1.76
7056,EUTE,forest redgum,Eucalyptus,tereticornis,NA,NA,2.32,4.64,1.76
7057,EUVI,manna gum,Eucalyptus,viminalis,NA,NA,1.68,3.36,1.76
7059,EUAQ,"edebsachel, chedebsachel",Eugenia,aquea,NA,NA,2.05,4.1,1.76
7060,EUAX,white stopper,Eugenia,axillaris,NA,NA,2.96,5.92,1.76
7061,EUBI,blackrodwood,Eugenia,biflora,NA,NA,2.96,5.92,1.76
7062,EUBO3,Sierra de Cayey stopper,Eugenia,boqueronensis,NA,NA,2.96,5.92,1.76
7063,EUBO4,guayabota de sierra,Eugenia,borinquensis,NA,NA,2.96,5.92,1.76
7065,EUCA16,cloves,Eugenia,caryophyllus,NA,NA,2.05,4.1,1.76
7066,EUCO4,redberry stopper,Eugenia,confusa,NA,NA,2.96,5.92,1.76
7067,EUCO5,lathberry,Eugenia,cordata,NA,NA,2.96,5.92,1.76
7068,EUCOS,lathberry,Eugenia,cordata,sintenisii,NA,2.96,5.92,1.76
7069,EUCO13,sperry guava,Eugenia,corozalensis,NA,NA,2.96,5.92,1.76
7071,EUDO,serrette guave,Eugenia,domingensis,NA,NA,2.96,5.92,1.76
7072,EUEG,guasabara,Eugenia,eggersii,NA,NA,2.96,5.92,1.76
7075,EUGL6,smooth rodwood,Eugenia,glabrata,NA,NA,2.96,5.92,1.76
7076,EUHA4,Luquillo Mountain stopper,Eugenia,haematocarpa,NA,NA,2.96,5.92,1.76
7078,EUJA4,"macupa, wax apple",Eugenia,javanica,NA,NA,2.05,4.1,1.76
7079,EUKO,nioi,Eugenia,koolauensis,NA,NA,2.05,4.1,1.76
7081,EULI,privet stopper,Eugenia,ligustrina,NA,NA,2.96,5.92,1.76
7082,EUMA5,"makupa, malay apple",Eugenia,malaccensis,NA,NA,2.05,4.1,1.76
7083,STGR4,bigleaf snowbell,Styrax,grandifolius,NA,NA,1.46,2.92,2
7084,EUMO,birdcherry,Eugenia,monticola,NA,NA,2.96,5.92,1.76
7086,EUNI2,Eugenia nitida,Eugenia,nitida,NA,NA,2.05,4.1,1.76
7087,EUPA3,orenged,Eugenia,palauensis,NA,NA,2.05,4.1,1.76
7088,EUPA28,agatelang,Eugenia,palumbis,NA,NA,2.05,4.1,1.76
7089,EUPR4,rockmyrtle,Eugenia,procera,NA,NA,2.96,5.92,1.76
7090,EUPS,Christmas cherry,Eugenia,pseudopsidium,NA,NA,2.96,5.92,1.76
7091,EURE7,mountain stopper,Eugenia,reinwardtiana,NA,NA,2.05,4.1,1.76
7093,EUSE9,serrasuela,Eugenia,serrasuela,NA,NA,2.96,5.92,1.76
7094,EUSE10,sessileleaf stopper,Eugenia,sessiliflora,NA,NA,2.96,5.92,1.76
7096,EUGEN,stopper,Eugenia,spp.,NA,NA,2.05,4.1,1.76
7098,EUST3,Stahl's stopper,Eugenia,stahlii,NA,NA,2.96,5.92,1.76
7099,EUST24,luluhut,Eugenia,stelechantha,NA,NA,2.05,4.1,1.76
7100,EUST6,Stewardson's stopper,Eugenia,stewardsonii,NA,NA,2.96,5.92,1.76
7101,EUSU9,rebotel,Eugenia,suzukii,NA,NA,2.05,4.1,1.76
7102,EUTH4,atoto,Eugenia,thompsonii,NA,NA,2.05,4.1,1.76
7103,EUUN,Underwood's stopper,Eugenia,underwoodii,NA,NA,2.96,5.92,1.76
7104,EUUN2,Surinam cherry,Eugenia,uniflora,NA,NA,2.96,5.92,1.76
7105,EUXE,aridland stopper,Eugenia,xerophytica,NA,NA,2.96,5.92,1.76
7109,EUCO24,Mexican shrubby spurge,Euphorbia,cotinifolia,NA,NA,2.96,5.92,1.76
7110,EUHA2,Kauai spurge,Euphorbia,haeleeleana,NA,NA,1.26,2.52,1.76
7111,EULA8,mottled spurge,Euphorbia,lactea,NA,NA,2.96,5.92,1.76
7112,EUNE4,Indian spurgetree,Euphorbia,neriifolia,NA,NA,2.96,5.92,1.76
7113,EUPE8,manchineel berry,Euphorbia,petiolaris,NA,NA,2.96,5.92,1.76
7114,EUPU9,poinsettia,Euphorbia,pulcherrima,NA,NA,1.26,2.52,1.76
7115,EUPHO,spurge,Euphorbia,spp.,NA,NA,1.26,2.52,1.76
7116,EUTI,Indiantree spurge,Euphorbia,tirucalli,NA,NA,2.96,5.92,1.76
7117,EULO7,Longan,Euphoria,longana,NA,NA,1.94,3.88,1.76
7119,EUSA6,anini,Eurya,sandwicensis,NA,NA,1.4,2.8,1.76
7120,EURYA,eurya,Eurya,spp.,NA,NA,1.4,2.8,1.76
7123,EUHO5,Euodia hortensis,Euodia,hortensis,NA,NA,1.1,2.2,1.76
